station,wban,yearmoda,temp,tempNum,dewp,dewpNum,slp,slpNum,stp,stpNum,visib,visibNum,wdsp,wdspNum,mxspd,gust,max,min,prcp,sndp,frshtt
066700,99999,19840101,35.1,24,33.2,24,9999.9,0,9999.9,0,3.1,24,5.2,24,8.9,999.9,44.6*,26.6*,0.00D,999.9,100000
066700,99999,19840102,32.1,24,28.5,24,9999.9,0,9999.9,0,4.8,24,5.7,24,8.0,999.9,41.0,26.6*,0.00D,999.9,100000
066700,99999,19840103,37.1,24,31.6,24,9999.9,0,9999.9,0,4.8,24,11.8,24,29.9,44.9,50.0*,24.8*,0.20E,999.9,110000
066700,99999,19840104,34.3,24,30.8,24,9999.9,0,9999.9,0,6.0,24,11.0,24,18.8,29.9,39.0*,32.0*,0.10F,999.9,011000
066700,99999,19840105,31.5,24,27.0,24,9999.9,0,9999.9,0,6.1,24,6.2,24,12.8,999.9,35.8,24.8*,0.02E,0.4,001000
066700,99999,19840106,31.8,24,27.0,24,9999.9,0,9999.9,0,6.7,24,5.5,24,12.8,999.9,33.8*,26.2,0.00E,0.8,001000
066700,99999,19840107,36.4,24,32.6,24,9999.9,0,9999.9,0,6.7,24,7.8,24,16.9,28.0,41.0*,32.0*,0.04E,999.9,010000
066700,99999,19840108,35.1,24,30.0,24,9999.9,0,9999.9,0,7.1,24,6.9,24,11.8,26.0,39.7*,31.5*,0.12E,999.9,011000
066700,99999,19840109,32.6,24,28.6,24,9999.9,0,9999.9,0,6.6,24,6.0,24,9.9,999.9,35.8,28.4*,0.01E,999.9,011000
066700,99999,19840110,30.7,24,28.3,24,9999.9,0,9999.9,0,4.2,24,2.4,24,3.9,999.9,35.6*,26.6*,0.00E,999.9,000000
066700,99999,19840111,27.1,24,21.6,24,9999.9,0,9999.9,0,5.1,24,3.9,24,7.0,999.9,33.8*,23.0*,0.00D,999.9,000000
066700,99999,19840112,31.7,24,28.6,24,9999.9,0,9999.9,0,5.4,24,7.0,24,14.0,999.9,35.6*,22.5,0.08E,999.9,011100
066700,99999,19840113,34.9,24,30.4,24,9999.9,0,9999.9,0,6.5,24,11.1,24,17.9,29.9,42.8*,32.0*,0.04E,999.9,011000
066700,99999,19840114,46.3,24,39.6,24,9999.9,0,9999.9,0,7.3,24,18.1,24,29.9,55.9,53.6*,36.3,0.24F,999.9,011000
066700,99999,19840115,37.9,24,31.3,24,9999.9,0,9999.9,0,8.5,24,15.4,24,23.9,37.9,42.6,32.0*,0.35F,999.9,011100
066700,99999,19840116,38.3,24,32.2,24,9999.9,0,9999.9,0,5.8,24,12.6,24,17.9,31.9,46.4*,33.3,0.16F,999.9,011100
066700,99999,19840117,42.6,24,34.6,24,9999.9,0,9999.9,0,7.0,24,16.8,24,24.9,42.9,48.2*,33.8*,0.35E,999.9,011010
066700,99999,19840118,34.4,24,26.8,24,9999.9,0,9999.9,0,6.6,24,9.5,24,16.9,29.9,40.5,30.2*,0.16E,999.9,011000
066700,99999,19840119,27.3,24,26.6,24,9999.9,0,9999.9,0,4.6,24,2.6,24,4.9,999.9,30.7,23.0*,0.12E,2.4,101000
066700,99999,19840120,32.1,24,30.4,24,9999.9,0,9999.9,0,2.8,24,3.7,24,9.9,999.9,34.2,26.6*,0.16F,4.3,001000
066700,99999,19840121,28.3,24,25.3,24,9999.9,0,9999.9,0,2.6,24,4.1,24,9.9,999.9,30.6*,25.9,0.00H,4.7,001000
066700,99999,19840122,32.2,24,29.7,24,9999.9,0,9999.9,0,3.0,24,6.1,24,19.8,32.8,41.0*,26.6*,0.28F,2.8,011000
066700,99999,19840123,35.4,24,29.2,24,9999.9,0,9999.9,0,5.6,24,10.2,24,24.9,37.9,38.8*,32.0*,0.35F,3.5,011010
066700,99999,19840124,33.7,24,29.5,24,9999.9,0,9999.9,0,5.4,24,15.2,24,22.9,41.0,37.2,32.0*,0.32F,4.7,011000
066700,99999,19840125,31.2,22,27.1,22,9999.9,0,9999.9,0,6.0,22,8.8,22,18.8,22.0,36.0,23.0*,0.01E,4.7,111000
066700,99999,19840126,22.1,24,19.6,24,9999.9,0,9999.9,0,3.6,24,2.5,24,5.1,999.9,28.4*,8.6*,0.00D,4.7,100000
066700,99999,19840127,31.3,24,26.5,24,9999.9,0,9999.9,0,5.0,24,3.3,24,6.0,999.9,41.0*,24.8*,0.00D,3.5,010000
066700,99999,19840128,33.0,24,30.2,24,9999.9,0,9999.9,0,3.5,24,3.4,24,6.0,999.9,42.8*,24.8*,0.00H,2.8,110000
066700,99999,19840129,34.4,24,30.0,24,9999.9,0,9999.9,0,5.4,24,3.5,24,6.0,999.9,41.0*,26.4,0.01E,2.0,111000
066700,99999,19840130,34.5,24,32.0,24,9999.9,0,9999.9,0,5.4,24,6.1,24,14.0,999.9,39.2*,28.4*,0.16F,999.9,011000
066700,99999,19840131,34.2,24,31.2,24,9999.9,0,9999.9,0,5.3,24,6.6,24,15.0,999.9,41.2,26.1,0.04E,1.2,111000
066700,99999,19840201,36.5,24,30.7,24,9999.9,0,9999.9,0,6.7,24,6.9,24,13.0,999.9,39.6,32.0,0.12E,0.8,011000
066700,99999,19840202,38.7,24,35.1,24,9999.9,0,9999.9,0,6.6,24,5.6,24,9.9,999.9,42.8,35.1,0.24F,0.4,010000
066700,99999,19840203,38.3,24,32.3,24,9999.9,0,9999.9,0,6.8,24,8.7,24,20.0,35.9,43.7,33.3,0.00E,999.9,010000
066700,99999,19840204,40.0,24,36.2,24,9999.9,0,9999.9,0,6.9,24,5.4,24,13.0,28.0,44.6*,33.8*,0.20E,999.9,010000
066700,99999,19840205,45.3,24,38.0,24,9999.9,0,9999.9,0,7.4,24,9.1,24,15.0,999.9,50.4,39.2*,0.00E,999.9,010000
066700,99999,19840206,38.2,24,32.6,24,9999.9,0,9999.9,0,7.8,24,14.9,24,29.9,48.0,42.8*,32.0*,0.12F,999.9,010000
066700,99999,19840207,40.5,24,36.0,24,9999.9,0,9999.9,0,6.7,24,20.0,24,29.9,54.0,44.6*,33.8*,0.43F,999.9,011010
066700,99999,19840208,36.3,24,32.5,24,9999.9,0,9999.9,0,5.5,24,14.9,24,29.9,44.1,41.5,33.3,0.47F,999.9,011010
