station,wban,yearmoda,temp,tempNum,dewp,dewpNum,slp,slpNum,stp,stpNum,visib,visibNum,wdsp,wdspNum,mxspd,gust,max,min,prcp,sndp,frshtt
066700,99999,19970101,15.8,24,11.2,24,1018.3,24,963.4,24,2.3,24,3.7,24,8.9,999.9,17.8,13.5,0.00D,2.0,001000
066700,99999,19970102,20.5,24,17.3,24,1017.9,24,963.5,24,2.0,24,4.2,24,7.0,999.9,23.2,16.3,0.00C,1.6,000000
066700,99999,19970103,22.8,24,19.6,24,1009.0,24,955.4,24,1.7,24,3.8,24,7.0,999.9,25.2,19.9,0.00D,1.6,000000
066700,99999,19970104,24.7,22,21.3,22,1002.8,22,949.7,22,1.4,22,2.1,22,8.0,999.9,30.2*,16.2*,0.00E,1.6,001000
066700,99999,19970105,26.2,21,24.8,21,1012.1,21,958.7,21,0.8,21,1.7,21,4.1,999.9,29.3,14.2,0.00H,1.6,101000
066700,99999,19970106,29.6,24,26.1,24,1016.3,24,963.0,24,2.0,24,4.4,24,11.1,999.9,32.4,27.3,0.00D,1.2,000000
066700,99999,19970107,28.8,22,25.3,22,1017.7,22,964.3,22,1.8,22,2.8,22,5.1,999.9,30.2*,27.5*,0.00D,1.2,000000
066700,99999,19970108,26.4,23,24.3,23,1012.8,23,959.4,23,2.0,23,3.2,23,6.0,999.9,28.4*,24.8*,0.00D,1.2,000000
066700,99999,19970109,26.7,24,24.3,24,1008.1,24,955.0,24,1.6,24,2.0,24,2.9,999.9,30.2*,24.3,0.00D,1.2,101000
066700,99999,19970110,28.9,24,26.8,24,1017.1,24,963.7,24,2.0,24,3.2,24,8.0,999.9,32.0*,27.3,0.00E,1.2,101000
066700,99999,19970111,28.2,24,25.8,24,1028.4,24,974.3,24,2.8,24,1.9,24,4.1,999.9,30.2*,26.2,0.00D,1.2,001000
066700,99999,19970112,26.4,24,23.6,24,1032.3,24,977.8,24,2.5,24,3.5,24,6.0,999.9,28.4*,23.0*,0.00D,1.2,000000
066700,99999,19970113,22.6,24,18.5,24,1032.3,24,977.4,24,2.3,24,2.6,24,6.0,999.9,24.8*,20.7*,0.00D,1.2,000000
066700,99999,19970114,21.9,24,19.3,24,1031.5,24,976.6,24,1.7,24,1.6,24,4.1,999.9,26.6*,20.1,0.00D,1.2,101000
066700,99999,19970115,22.2,24,21.2,24,1031.9,24,977.0,24,0.7,24,1.0,24,2.9,999.9,26.6*,19.4,0.00D,1.2,101000
066700,99999,19970116,22.2,23,20.3,23,1029.0,23,974.2,23,0.6,23,0.5,23,1.9,999.9,26.6,17.6*,0.00H,1.2,101000
066700,99999,19970117,23.3,24,21.9,24,1025.0,23,970.5,23,0.5,24,1.5,24,6.0,999.9,28.6,16.7*,0.00H,0.8,101000
066700,99999,19970118,26.7,24,22.1,22,1024.3,22,970.0,22,0.5,24,1.1,24,4.1,999.9,9999.9,18.3,0.00H,0.8,101000
066700,99999,19970119,30.0,22,27.9,22,1017.7,22,964.4,22,1.5,22,2.9,22,5.1,999.9,35.2*,18.5,0.00E,0.8,111000
066700,99999,19970120,34.8,24,34.1,24,1020.9,24,967.9,24,0.9,24,2.0,24,6.0,999.9,37.4*,32.0*,0.10F,0.4,110000
066700,99999,19970121,36.5,24,33.8,24,1027.7,24,974.5,24,3.2,24,3.8,24,8.0,999.9,37.4,34.2,0.06F,999.9,010000
066700,99999,19970122,35.4,24,33.2,24,1027.2,24,973.9,24,2.4,24,2.2,24,5.1,999.9,39.2*,33.4,0.00D,999.9,000000
066700,99999,19970123,36.2,24,34.2,24,1027.8,24,974.6,24,2.1,24,1.9,24,4.1,999.9,42.8*,32.5,0.00D,999.9,100000
066700,99999,19970124,34.8,21,33.5,21,1030.3,21,976.8,21,1.2,21,1.8,21,5.1,999.9,43.0*,30.2,0.00H,999.9,111000
066700,99999,19970125,33.6,24,33.4,24,1032.3,24,978.6,24,0.3,24,1.8,24,4.1,999.9,37.6,28.2,0.00H,999.9,110000
066700,99999,19970126,35.3,24,34.3,24,1028.8,24,975.5,24,1.8,24,1.4,24,4.1,999.9,37.4*,33.6,0.00H,999.9,110000
066700,99999,19970127,36.4,24,32.7,24,1030.8,24,977.5,24,4.4,24,2.4,24,5.1,999.9,39.9,33.8*,0.00D,999.9,000000
066700,99999,19970128,36.1,24,30.6,24,1035.1,24,981.5,24,5.2,24,5.7,24,12.0,22.0,41.0*,32.0*,0.00D,999.9,011000
066700,99999,19970129,33.0,23,27.7,23,1039.7,23,985.6,23,3.8,23,5.1,23,11.1,999.9,35.6*,31.6*,0.00D,999.9,000000
066700,99999,19970130,31.4,24,26.8,24,1037.6,24,983.4,24,2.9,24,5.4,24,8.0,999.9,32.0,30.2*,0.00D,999.9,000000
066700,99999,19970131,29.5,22,26.5,22,1034.6,22,980.3,22,2.2,22,3.9,22,7.0,999.9,30.2,28.2*,0.00C,999.9,000000
066700,99999,19970201,29.2,24,25.4,24,1032.8,24,978.7,24,2.9,24,3.3,24,8.9,999.9,34.2,25.7*,0.00D,999.9,000000
066700,99999,19970202,29.5,22,25.6,22,1029.5,22,975.5,22,2.4,22,1.6,22,4.1,999.9,33.8*,23.0*,0.00H,999.9,001000
066700,99999,19970203,28.8,22,26.8,22,1030.5,22,976.4,22,1.6,22,1.0,22,1.9,999.9,32.0,20.7,0.00D,999.9,101000
066700,99999,19970204,30.7,24,27.2,24,1028.9,24,975.0,24,2.6,24,3.4,24,5.1,999.9,34.5,26.4,0.00D,999.9,000000
066700,99999,19970205,38.0,24,33.4,24,1022.9,24,970.2,24,5.9,24,7.1,24,15.9,28.9,42.8,29.8,0.16E,999.9,010000
066700,99999,19970206,32.8,24,27.8,24,1035.9,24,981.9,24,9.5,24,2.1,24,7.0,999.9,42.8,25.5,0.00E,999.9,000000
066700,99999,19970207,35.2,24,27.5,24,1035.1,24,981.4,24,7.6,24,1.8,24,4.1,999.9,53.6*,21.9,0.00D,999.9,000000
066700,99999,19970208,37.0,24,27.8,24,1035.3,24,981.8,24,8.4,24,2.5,24,7.0,999.9,55.4*,25.0,0.00D,999.9,000000
066700,99999,19970209,36.4,24,27.4,24,1033.1,24,979.7,24,7.5,24,2.3,24,7.0,999.9,53.6*,23.0,0.00D,999.9,000000
066700,99999,19970210,40.3,24,28.0,24,1027.3,24,974.5,24,9.8,24,4.8,24,9.9,999.9,57.2*,26.1,0.00D,999.9,000000
066700,99999,19970211,45.8,23,38.9,23,1024.9,22,972.9,22,8.9,23,6.3,23,12.0,22.0,50.0*,37.4,0.02E,999.9,010000
066700,99999,19970212,48.8,22,41.6,22,1019.7,22,968.2,22,11.5,22,11.8,22,18.1,38.1,56.1,37.9,0.39E,999.9,010000
066700,99999,19970213,43.9,24,36.0,24,1011.0,24,959.4,24,11.9,24,15.1,24,29.9,49.0,52.2,33.3*,0.24E,999.9,011010
066700,99999,19970214,39.7,24,35.1,24,1008.4,24,956.5,24,6.5,24,7.9,24,35.0,40.0,46.8*,33.3,0.67F,999.9,011010
066700,99999,19970215,38.5,24,35.3,24,1014.8,24,962.5,24,7.0,24,4.6,24,13.0,999.9,47.1*,30.2*,0.51F,999.9,011000
066700,99999,19970216,31.4,24,28.2,24,1026.9,24,973.2,24,4.3,24,2.4,24,8.9,999.9,39.2*,26.4,0.00D,999.9,101000
066700,99999,19970217,35.1,24,30.1,24,1026.4,24,973.2,24,7.1,24,2.2,24,6.0,999.9,48.2*,26.6,0.00D,999.9,001000
066700,99999,19970218,39.7,24,33.3,24,1022.6,24,970.1,24,10.2,24,9.7,24,21.0,40.0,48.2*,28.4,0.04E,999.9,010000
066700,99999,19970219,40.1,24,28.1,24,1030.8,24,977.9,24,11.8,23,7.3,24,19.0,39.0,46.4*,34.2,0.24E,999.9,010000
066700,99999,19970220,45.3,24,34.5,24,1028.5,24,976.2,24,12.7,24,7.1,24,15.9,23.9,52.2,37.4*,0.08E,999.9,010000
066700,99999,19970221,42.9,23,33.9,23,1032.1,23,979.4,23,10.9,23,5.1,23,11.1,999.9,55.4*,30.6,0.00D,999.9,000000
066700,99999,19970222,42.5,24,34.5,24,1031.4,24,978.7,24,10.3,24,1.6,24,4.1,999.9,57.2*,30.7,0.00D,999.9,000000
066700,99999,19970223,42.2,24,34.2,24,1021.9,22,969.6,22,7.0,24,3.1,24,8.0,999.9,56.3,27.1,0.00D,999.9,000000
066700,99999,19970224,48.3,24,40.1,24,1014.1,24,962.8,24,7.3,24,6.7,24,12.0,21.0,55.4*,34.9,0.08E,999.9,010000
066700,99999,19970225,53.2,24,45.1,24,1011.3,24,960.7,24,11.7,24,12.8,24,19.0,42.9,57.2*,48.2,0.08F,999.9,010000
066700,99999,19970226,47.6,24,42.5,24,1016.3,24,964.8,24,7.2,24,12.3,24,27.0,49.9,54.3*,39.2*,0.71F,999.9,010000
066700,99999,19970227,40.3,24,33.3,24,1035.1,24,981.9,24,10.6,24,7.0,24,13.0,23.9,44.1,35.6*,0.20F,999.9,010000
066700,99999,19970228,39.0,23,31.3,23,1036.4,23,983.1,23,12.8,23,1.5,23,5.1,999.9,53.6*,27.1,0.00D,999.9,000000
066700,99999,19970301,46.6,24,35.9,24,1030.9,24,978.6,24,10.7,24,3.4,24,6.0,999.9,62.6*,32.5,0.00D,999.9,000000
066700,99999,19970302,48.6,24,37.3,24,1029.0,24,977.0,24,8.6,24,2.7,24,8.9,999.9,66.2*,31.1,0.00D,999.9,000000
066700,99999,19970303,50.2,24,43.4,24,1033.5,24,981.4,24,8.9,24,3.9,24,7.0,999.9,60.8*,39.0,0.00D,999.9,000000
066700,99999,19970304,54.4,24,42.7,24,1032.0,24,980.4,24,6.1,24,2.6,24,6.0,999.9,69.8*,41.4,0.00D,999.9,010000
066700,99999,19970305,50.7,24,43.0,24,1028.6,24,976.8,24,7.7,24,4.7,24,15.0,999.9,59.0*,46.2*,0.08E,999.9,010000
066700,99999,19970306,44.0,24,36.8,24,1032.7,24,980.1,24,9.2,24,3.4,24,8.9,999.9,51.8*,35.6*,0.02E,999.9,010000
066700,99999,19970307,41.6,24,36.4,24,1033.0,24,980.1,24,6.6,24,3.3,24,8.0,999.9,50.0*,31.3,0.00D,999.9,000000
066700,99999,19970308,38.7,24,36.9,24,1034.5,24,981.3,24,3.1,24,2.6,24,7.0,999.9,44.6*,28.2,0.00D,999.9,110000
066700,99999,19970309,43.8,24,38.5,24,1034.3,24,981.6,24,2.7,24,1.8,24,6.0,999.9,55.4*,35.6*,0.00D,999.9,100000
