station,wban,yearmoda,temp,tempNum,dewp,dewpNum,slp,slpNum,stp,stpNum,visib,visibNum,wdsp,wdspNum,mxspd,gust,max,min,prcp,sndp,frshtt
066700,99999,19960101,33.4,24,33.1,24,1003.5,24,951.7,24,0.8,24,1.2,24,6.0,999.9,35.6*,31.6,0.20E,1.6,111000
066700,99999,19960102,34.7,21,34.3,21,1010.2,21,958.1,21,1.2,21,1.5,21,2.9,999.9,36.0,32.5,0.00H,0.4,110000
066700,99999,19960103,34.6,24,32.3,24,1022.7,24,970.0,24,4.7,24,2.8,24,8.0,999.9,37.4*,32.0*,0.00D,999.9,110000
066700,99999,19960104,32.4,24,29.0,24,1019.9,23,967.0,23,5.1,24,2.6,24,7.0,999.9,35.6,29.3,0.00D,999.9,000000
066700,99999,19960105,29.2,23,25.5,23,1008.6,23,956.0,23,3.2,23,3.4,23,7.0,999.9,32.0*,26.6*,0.00D,999.9,000000
066700,99999,19960106,29.1,24,25.8,24,1002.9,24,950.6,24,2.4,24,2.3,24,4.1,999.9,32.0*,26.6*,0.00E,999.9,010000
066700,99999,19960107,35.1,24,33.7,24,1004.9,24,953.1,24,1.8,24,2.9,24,999.9,999.9,39.2*,26.6,0.28F,999.9,111000
066700,99999,19960108,38.1,24,37.8,24,1014.8,24,962.9,24,0.7,24,2.4,24,4.1,999.9,39.2,33.8,0.02E,999.9,111000
066700,99999,19960109,36.0,24,34.0,24,1012.2,24,960.1,24,2.4,24,2.7,24,7.0,999.9,39.2*,33.8*,0.00D,999.9,000000
066700,99999,19960110,36.3,24,32.5,24,1009.8,24,957.7,24,5.6,24,2.4,24,7.0,999.9,44.8,31.8,0.00D,999.9,000000
066700,99999,19960111,33.4,24,31.7,24,1010.0,24,957.4,24,2.6,24,2.2,24,5.1,999.9,41.5,28.6,0.00H,999.9,111000
066700,99999,19960112,34.8,24,32.9,24,1008.5,24,956.0,24,2.6,24,2.0,24,4.1,999.9,43.3,28.0,0.00H,999.9,101000
066700,99999,19960113,34.8,22,34.5,22,1019.3,22,966.3,22,0.7,22,1.3,22,4.1,999.9,39.2*,30.9,0.00H,999.9,101000
066700,99999,19960114,38.4,23,34.7,20,1024.2,19,970.9,20,1.0,23,2.0,23,6.0,999.9,60.8*,31.5,0.00H,999.9,111000
066700,99999,19960115,32.9,24,32.4,24,1030.1,24,976.4,24,0.8,24,2.0,24,4.1,999.9,33.8,31.5,0.00H,999.9,111000
066700,99999,19960116,32.0,24,31.2,24,1032.7,24,978.8,24,1.6,24,2.8,24,6.0,999.9,33.8*,30.0,0.00H,999.9,110000
066700,99999,19960117,31.4,24,28.9,24,1031.4,24,977.4,24,3.1,24,3.7,24,33.0,999.9,33.8*,28.4*,0.00D,999.9,000000
066700,99999,19960118,28.9,24,26.8,24,1027.5,24,973.5,24,1.8,24,2.4,24,5.1,999.9,32.0*,27.1*,0.00D,999.9,000000
066700,99999,19960119,26.9,22,24.7,22,1021.2,22,967.3,22,2.0,22,2.8,22,6.0,999.9,30.2*,25.2,0.00D,999.9,000000
066700,99999,19960120,28.5,24,24.0,24,1017.0,24,963.4,24,2.8,24,5.2,24,7.0,999.9,30.2*,26.1,0.00C,999.9,000000
066700,99999,19960121,29.6,24,24.6,24,1019.6,24,966.0,24,2.4,24,5.8,24,8.0,999.9,33.8,26.6*,0.00D,999.9,000000
066700,99999,19960122,27.7,24,24.1,24,1018.6,24,964.9,24,2.0,24,5.6,24,8.0,999.9,28.8,26.1*,0.00D,999.9,000000
066700,99999,19960123,29.0,24,24.8,24,1012.8,24,959.5,24,2.3,24,4.6,24,8.0,999.9,32.0,26.6,0.00D,999.9,000000
066700,99999,19960124,30.5,24,25.9,24,1009.6,24,956.7,24,2.4,24,4.3,24,7.0,999.9,32.7,28.0,0.00D,999.9,000000
066700,99999,19960125,28.2,24,24.0,24,1009.2,24,956.1,24,2.2,24,6.3,24,9.9,999.9,29.1*,26.6*,0.00D,999.9,000000
066700,99999,19960126,29.4,24,25.1,24,1012.1,24,958.9,24,2.0,24,2.3,24,5.1,999.9,35.6*,26.6,0.00H,999.9,011000
066700,99999,19960127,31.4,24,27.9,24,1017.4,24,964.1,24,1.7,24,2.3,24,5.1,999.9,37.9,27.3,0.00E,999.9,000000
066700,99999,19960128,29.8,24,27.0,24,1018.8,24,965.4,24,2.0,24,6.6,24,11.1,999.9,31.1*,27.9,0.00D,999.9,000000
066700,99999,19960129,28.9,24,24.9,24,1018.7,24,965.1,24,2.4,24,7.0,24,9.9,999.9,30.2*,28.0,0.00D,999.9,000000
066700,99999,19960130,28.5,24,23.2,24,1023.3,24,969.5,24,3.1,24,8.1,24,12.0,23.9,30.2*,26.6*,0.00D,999.9,000000
066700,99999,19960131,24.4,24,16.6,24,1023.7,24,969.4,24,4.2,24,5.9,24,12.0,999.9,30.2*,17.6*,0.00C,999.9,000000
066700,99999,19960201,22.7,24,19.3,24,1022.4,24,968.0,24,2.5,24,1.6,24,4.1,999.9,30.2*,14.7,0.00D,999.9,000000
066700,99999,19960202,29.8,24,26.0,24,1013.7,24,960.5,24,1.6,24,2.1,24,5.1,999.9,39.6,19.0,0.04E,999.9,100000
066700,99999,19960203,34.9,24,30.8,24,1013.1,24,960.4,24,4.9,23,2.4,24,7.0,999.9,41.0*,26.6*,0.02E,999.9,111000
066700,99999,19960204,28.8,24,23.6,24,1014.4,24,961.1,24,3.5,24,4.9,24,8.0,999.9,32.0*,24.3,0.00H,0.4,001000
066700,99999,19960205,25.5,22,16.1,22,1014.5,22,960.8,22,5.6,22,6.0,22,9.9,999.9,28.4*,23.0*,0.00H,999.9,001000
066700,99999,19960206,21.0,24,14.3,24,1001.1,23,947.7,23,3.9,24,4.6,24,9.9,999.9,26.6,14.7,0.00D,999.9,000000
066700,99999,19960207,26.6,24,22.5,24,999.4,24,946.6,24,2.3,24,1.7,24,5.1,999.9,33.8*,17.2,0.01F,999.9,001000
066700,99999,19960208,27.0,24,24.2,24,1009.1,24,955.8,24,1.6,24,4.4,24,9.9,999.9,29.5,24.1,0.10F,3.1,001000
066700,99999,19960209,27.1,24,21.9,24,1021.6,24,967.6,24,3.9,24,2.8,24,6.0,999.9,33.8*,19.4*,0.00H,3.9,101000
066700,99999,19960210,28.6,23,24.8,23,1018.1,23,964.6,23,5.7,23,2.3,23,5.1,999.9,37.9,17.2,0.00D,0.8,000000
066700,99999,19960211,33.4,24,30.3,24,1017.9,24,964.8,24,6.2,24,3.7,24,7.0,999.9,41.0,22.8,0.02E,999.9,011010
066700,99999,19960212,35.9,24,31.4,24,1008.1,24,955.8,24,10.3,24,5.3,24,12.0,999.9,39.2*,32.0,0.22F,999.9,011010
066700,99999,19960213,35.0,24,31.5,24,1002.8,24,950.7,24,7.4,24,8.5,24,16.9,999.9,38.5*,33.3,0.35F,999.9,011000
066700,99999,19960214,31.9,24,29.4,24,1021.3,24,968.0,24,2.6,24,2.9,24,6.0,999.9,33.8*,30.0*,0.12F,2.4,011010
066700,99999,19960215,30.0,24,24.4,24,1033.6,24,979.3,24,5.8,24,4.7,24,9.9,999.9,34.0,23.0*,0.00H,2.0,010010
066700,99999,19960216,30.6,24,26.2,24,1029.5,24,975.5,24,4.0,24,4.2,24,8.0,999.9,35.6*,22.1,0.04E,0.4,011000
066700,99999,19960217,36.7,24,33.0,24,1022.8,24,969.8,24,6.3,23,9.7,24,15.0,20.0,39.9,32.7,0.28F,999.9,010000
066700,99999,19960218,38.0,24,31.6,24,1010.9,24,958.7,24,8.7,24,10.5,24,19.0,33.0,42.8,32.0*,0.08E,999.9,011000
066700,99999,19960219,34.1,24,31.4,23,998.5,23,946.5,23,6.1,24,4.2,24,8.0,999.9,39.4,30.2*,0.43F,999.9,011000
066700,99999,19960220,30.1,24,22.5,24,1008.7,24,955.8,24,9.6,24,3.4,24,7.0,999.9,33.8*,24.8*,0.02E,999.9,001000
066700,99999,19960221,29.4,24,21.7,24,1013.0,24,959.8,24,7.1,24,9.0,24,15.0,23.9,33.8*,24.8*,0.00H,999.9,001000
066700,99999,19960222,24.3,23,16.4,23,1020.7,23,966.5,23,5.2,23,3.9,23,8.9,999.9,28.4*,21.7,0.00H,999.9,001000
066700,99999,19960223,21.6,24,12.8,24,1020.3,24,965.9,24,7.4,24,2.2,24,5.1,999.9,28.4*,12.2*,0.00D,999.9,010010
066700,99999,19960224,26.8,24,19.4,24,1019.3,24,965.5,24,5.7,24,4.2,24,7.0,999.9,37.4*,15.8,0.00D,999.9,000000
066700,99999,19960225,34.0,24,22.4,24,1016.1,24,963.1,24,12.6,24,3.2,24,8.9,999.9,48.7,22.1,0.00D,999.9,000000
066700,99999,19960226,35.6,24,25.4,24,1016.9,24,964.2,24,11.5,24,1.6,24,5.1,999.9,55.4*,24.8*,0.00D,999.9,000000
066700,99999,19960227,37.1,24,26.7,24,1019.1,24,966.3,24,7.9,24,1.9,24,5.1,999.9,55.4*,24.3,0.00D,999.9,000000
066700,99999,19960228,36.8,24,28.7,24,1023.1,24,970.1,24,3.9,24,2.7,24,8.0,999.9,50.0*,24.4,0.00D,999.9,000000
066700,99999,19960229,32.7,22,27.3,22,1027.7,22,974.1,22,2.0,22,4.0,22,20.0,999.9,41.0*,26.6*,0.00C,999.9,000000
066700,99999,19960301,32.8,24,27.0,24,1026.1,24,972.6,24,4.9,24,2.5,24,8.9,999.9,39.2*,27.5,0.00D,999.9,001000
066700,99999,19960302,32.3,24,20.7,24,1023.3,24,969.8,24,10.7,24,4.0,24,8.0,999.9,39.2*,28.4*,0.00H,999.9,001000
066700,99999,19960303,29.7,24,13.9,24,1019.8,24,966.2,24,12.0,24,3.1,24,8.9,999.9,39.2*,18.7,0.00D,999.9,000000
066700,99999,19960304,29.9,24,17.5,24,1021.3,24,967.7,24,8.8,24,2.8,24,5.1,999.9,39.2*,21.4,0.00D,999.9,000000
066700,99999,19960305,31.6,24,17.7,24,1025.7,24,972.0,24,7.6,24,3.4,24,6.0,999.9,43.7,18.7,0.00D,999.9,000000
066700,99999,19960306,33.1,24,23.4,24,1024.0,24,970.6,24,7.3,24,4.0,24,8.9,999.9,43.2,25.5,0.00D,999.9,000000
066700,99999,19960307,35.1,24,27.1,24,1017.1,24,964.3,24,4.7,24,5.1,24,11.1,999.9,43.0,28.4*,0.00D,999.9,001000
066700,99999,19960308,32.8,24,25.8,24,1022.6,24,969.3,24,2.8,24,3.2,24,7.0,999.9,43.3,22.1,0.00D,999.9,000000
066700,99999,19960309,34.5,24,24.9,24,1023.7,24,970.5,24,3.1,24,2.3,24,7.0,999.9,47.5,20.1,0.00D,999.9,000000
066700,99999,19960310,31.2,24,22.6,24,1023.2,24,969.7,24,3.7,24,5.8,24,12.0,999.9,39.2,23.9,0.00D,999.9,000000
066700,99999,19960311,31.4,19,17.1,19,1017.5,19,964.3,19,6.2,19,3.6,19,11.1,999.9,44.6*,21.2*,0.00B,999.9,000000
066700,99999,19960312,25.0,24,12.1,24,1014.2,24,960.4,24,5.6,24,7.1,24,11.1,999.9,30.2*,21.2*,0.00H,999.9,001000
066700,99999,19960313,25.5,24,11.9,24,1010.9,24,957.4,24,4.9,24,5.1,24,11.1,999.9,35.1,14.7,0.00D,999.9,000000
