station,wban,yearmoda,temp,tempNum,dewp,dewpNum,slp,slpNum,stp,stpNum,visib,visibNum,wdsp,wdspNum,mxspd,gust,max,min,prcp,sndp,frshtt
066700,99999,19740101,30.0,24,25.8,24,9999.9,0,9999.9,0,4.7,24,9.0,24,15.9,22.0,32.0,28.4,0.00F,999.9,001000
066700,99999,19740102,30.1,24,27.4,24,9999.9,0,9999.9,0,3.4,24,3.3,24,7.0,999.9,33.8,26.6*,0.00F,999.9,000000
066700,99999,19740103,28.5,24,28.0,24,9999.9,0,9999.9,0,2.2,24,3.6,24,5.8,999.9,30.2,26.6*,0.00F,999.9,000000
066700,99999,19740104,29.2,24,28.6,24,9999.9,0,9999.9,0,1.9,24,3.9,24,7.0,999.9,33.8,26.6*,0.00F,999.9,010000
066700,99999,19740105,27.7,24,27.7,24,9999.9,0,9999.9,0,0.4,24,2.5,24,5.8,999.9,30.2,24.8*,0.00F,999.9,100000
066700,99999,19740106,33.4,24,32.6,24,9999.9,0,9999.9,0,3.9,24,4.1,24,10.9,999.9,41.0,26.6,0.14F,999.9,111000
066700,99999,19740107,32.3,24,31.6,24,9999.9,0,9999.9,0,2.5,24,4.9,24,10.9,999.9,41.0*,26.6*,0.01F,999.9,110000
066700,99999,19740108,38.1,24,34.5,24,9999.9,0,9999.9,0,6.3,24,5.8,24,17.1,28.0,44.6,33.8*,0.32F,999.9,010000
066700,99999,19740109,38.2,24,35.3,24,9999.9,0,9999.9,0,6.6,24,3.9,24,8.9,999.9,42.8,33.8*,0.04F,999.9,010000
066700,99999,19740110,36.1,24,33.5,24,9999.9,0,9999.9,0,6.2,24,5.3,24,15.0,999.9,42.8,30.2*,0.02F,999.9,110000
066700,99999,19740111,40.2,20,37.3,20,1024.3,4,972.1,4,7.2,20,4.4,20,14.0,999.9,50.0,30.2,0.01F,999.9,110000
066700,99999,19740112,35.1,24,35.1,24,9999.9,0,9999.9,0,0.8,24,2.9,24,5.1,999.9,41.0*,32.0,0.00E,999.9,100000
066700,99999,19740113,35.7,24,35.0,24,9999.9,0,9999.9,0,2.4,24,2.8,24,6.0,999.9,44.6,30.2,0.02F,999.9,110000
066700,99999,19740114,35.5,24,34.9,24,9999.9,0,9999.9,0,1.7,24,3.4,24,7.0,999.9,42.8*,30.2*,0.01F,999.9,110000
066700,99999,19740115,48.0,24,40.4,24,9999.9,0,9999.9,0,6.9,24,8.7,24,19.8,22.9,55.4,39.2,0.00F,999.9,010000
066700,99999,19740116,50.5,24,43.9,24,9999.9,0,9999.9,0,6.9,24,8.2,24,24.9,37.9,57.2,46.4*,0.00F,999.9,010000
066700,99999,19740117,39.7,23,31.2,23,9999.9,0,9999.9,0,7.9,23,19.8,23,34.0,55.0,48.2*,35.6*,0.12F,999.9,010000
066700,99999,19740118,35.7,24,35.6,24,9999.9,0,9999.9,0,5.4,24,14.5,24,20.0,29.9,39.2,33.8,0.43F,999.9,010000
066700,99999,19740119,40.3,24,39.1,24,9999.9,0,9999.9,0,6.2,24,5.5,24,11.1,999.9,42.8,39.2,0.24F,999.9,010000
